Strain,Ev,Acc,Rep,Week,D1Pop,D2Pop,D3Pop,D4Pop,D1FSC,D2FSC,D3FSC,D4FSC,Growth.Rate,Mean.FSC,PE.Count,Chl.a.read,Chl.a.per.cell,FvFm.0,PEDay,FvFm.PE,P,alpha,beta,E_k,P_I,O2.Count,O2.rate.light,O2.rate.dark,pgO2.cell.hr.light,pgO2.cell.hr.dark,g.sp.acc.bestfit,G_Old,G_O,pgC.cell,pgN.cell,Day1-redF,Day2-redF,Day3-redF,Day4-redF,Fm
1393,30,18,B,24,33191.36415,33032.55069,36798.59784,53533.40363,7979.434601,7941.398849,7792.613973,7580.379405,0.241406183,7823.456707,11586,,0.248570314,0.362,,0.528,279.020267,1.22682497,NA,227.432824,115.34354,,,,,,,,,,,5095.520764,5616.034768,6336.179671,6509.056619,18355
1393,30,18,C,24,24058.17092,24277.71267,22229.70933,43192.60663,7615.533966,7685.118182,7619.9673,7536.675074,0.288055291,7614.323631,5350,,0.235518152,0.399,,0.598,298.462123,1.0851267,NA,275.04818,103.971383,,,,,,,,,,,4670.608432,5243.627651,5742.674494,6115.27153,13392
1393,30,18,D,24,21064.88939,21559.93086,24875.67902,38942.17116,7759.226919,7673.356662,7597.11917,7517.541524,0.295620608,7636.811069,15285,,0.227673374,0.357,,0.534,270.233224,1.07199924,NA,252.083411,101.909476,,,,,,,,,,,4362.144469,4809.881087,5565.932583,5897.722465,16236
1393,30,18,E,24,33541.41324,43239.07976,45662.50558,72647.60817,7897.133588,7830.074023,7670.422283,7519.731167,0.259437878,7729.340265,7595,,0.242278654,0.394,,0.579,290.147981,1.0839826,NA,267.668486,103.621561,,,,,,,,,,,4649.291073,5319.121541,5702.674097,5760.452667,23497
1393,30,18,F,24,46899.76619,52674.67214,52733.50254,92498.17709,7793.520105,7745.393501,7702.928955,7530.662884,0.281527101,7693.126361,16342,,0.221518985,0.389,,0.586,299.997351,1.17051353,NA,256.295501,111.452243,,,,,,,,,,,4628.597335,5180.058083,5736.804072,5846.87436,31962
2951,30,18,A,24,10684.47954,16506.90286,22340.96584,70634.29711,8983.926231,8766.261298,8571.877497,7760.032363,0.726868586,8520.524347,9332,,0.486479717,0.43,,0.617,129.508028,0.5739546,NA,225.641588,53.9112728,,,,,,,,,,,3269.691507,3845.136514,4229.870462,3601.468456,7695
2951,30,18,B,24,6616.216205,12873.3767,18376.36713,63159.90412,8457.138977,8621.224191,8172.958849,7395.202896,0.795254157,8161.631228,7644,,0.389860558,0.508,,0.619,110.092279,0.6067692,NA,181.440122,55.197916,,,,,,,,,,,3034.292005,3654.644976,3855.029015,3378.083091,6364
2951,30,18,C,24,23744.2448,34090.50743,56911.48114,116349.6354,7960.42947,7741.565586,7147.126429,6836.407072,0.613790393,7421.382139,10473,,0.370491127,0.54,,0.702,132.178918,0.82749623,NA,159.733559,73.4017511,,,,,,,,,,,2930.305589,3348.533241,3367.909903,3014.062643,12740
2951,30,18,D,24,37227.0488,51022.55587,102100.0137,160307.288,7589.150573,7083.554254,6749.939136,6417.512596,0.572412358,6960.03914,8802,,0.32947077,0.562,,0.725,132.730736,0.94531902,NA,140.408405,81.2391202,,,,,,,,,,,2700.929762,2987.630727,3007.734159,2717.485219,17855
2951,30,18,E,24,34131.48807,56669.83321,94859.66416,203162.8766,7697.846323,7279.483478,6565.964252,6669.112184,0.638382989,7053.101559,6368,,0.603053094,0.557,,0.705,164.167367,1.2549816,NA,130.812568,105.67324,,,,,,,,,,,2901.851472,3159.430722,3112.511742,2729.939172,18779
2951,30,18,F,24,11155.29773,18727.54958,38139.09463,132901.3935,8215.753916,7900.445791,7209.492339,7476.982279,0.814432298,7700.668581,6379,,0.617693436,0.484,,0.705,96.4574858,0.76236784,NA,126.52355,63.5285126,,,,,,,,,,,2696.122057,3185.532935,3368.605869,3126.79282,9321
